,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
507,2017.0,Jared Sullinger,PF,24.0,TOR,11.0,1.0,118.0,5.6,0.359,0.375,0.167,9.6,16.3,12.9,3.7,1.7,0.7,7.2,21.0,,-0.2,0.1,-0.1,-0.04,,-5.2,-2.6,-7.8,-0.2,15.0,48.0,0.313,3.0,18.0,0.167,12.0,30.0,0.4,0.344,4.0,8.0,0.5,10.0,17.0,27.0,3.0,4.0,1.0,4.0,17.0,37.0
508,2017.0,Edy Tavares,C,24.0,TOT,2.0,0.0,28.0,21.3,0.633,0.0,0.6,16.3,26.7,21.6,5.1,0.0,17.3,24.0,13.2,,0.0,0.1,0.1,0.15,,-3.8,7.7,3.9,0.0,4.0,5.0,0.8,0.0,0.0,,4.0,5.0,0.8,0.8,0.0,3.0,0.0,4.0,7.0,11.0,1.0,0.0,6.0,2.0,3.0,8.0
509,2017.0,Edy Tavares,C,24.0,ATL,1.0,0.0,4.0,13.1,0.532,0.0,2.0,0.0,27.1,13.7,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.047,,-8.1,-7.0,-15.1,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
510,2017.0,Edy Tavares,C,24.0,CLE,1.0,0.0,24.0,22.6,0.676,0.0,0.25,19.0,26.7,23.0,6.0,0.0,20.2,31.1,12.0,,0.0,0.1,0.1,0.183,,-3.1,10.1,7.0,0.1,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,0.0,1.0,0.0,4.0,6.0,10.0,1.0,0.0,6.0,2.0,3.0,6.0
511,2017.0,Isaiah Taylor,PG,22.0,HOU,4.0,0.0,52.0,0.3,0.19,0.286,0.286,2.1,4.2,3.1,7.1,0.9,1.6,0.0,6.4,,-0.1,0.0,0.0,-0.028,,-6.4,-0.1,-6.6,-0.1,1.0,7.0,0.143,0.0,2.0,0.0,1.0,5.0,0.2,0.143,1.0,2.0,0.5,1.0,2.0,3.0,3.0,1.0,1.0,0.0,6.0,3.0
512,2017.0,Jeff Teague,PG,28.0,IND,82.0,82.0,2657.0,19.2,0.574,0.277,0.457,1.4,12.4,7.0,36.4,1.9,1.1,16.5,22.1,,5.7,2.4,8.1,0.146,,2.4,-0.6,1.9,2.6,402.0,909.0,0.442,90.0,252.0,0.357,312.0,657.0,0.475,0.492,360.0,415.0,0.867,33.0,298.0,331.0,639.0,100.0,32.0,216.0,165.0,1254.0
513,2017.0,Mirza Teletovic,PF,31.0,MIL,70.0,2.0,1133.0,8.8,0.515,0.73,0.108,1.1,15.4,8.3,6.4,0.5,1.0,7.8,19.1,,-0.1,0.7,0.6,0.025,,-1.5,-3.4,-4.9,-0.8,156.0,418.0,0.373,104.0,305.0,0.341,52.0,113.0,0.46,0.498,35.0,45.0,0.778,11.0,151.0,162.0,48.0,12.0,13.0,37.0,109.0,451.0
514,2017.0,Garrett Temple,SG,30.0,SAC,65.0,21.0,1728.0,11.2,0.545,0.509,0.171,2.2,10.0,6.1,14.5,2.5,1.5,14.4,14.2,,0.9,1.3,2.2,0.062,,-0.3,0.6,0.3,1.0,183.0,432.0,0.424,82.0,220.0,0.373,101.0,212.0,0.476,0.519,58.0,74.0,0.784,32.0,151.0,183.0,169.0,84.0,28.0,78.0,141.0,506.0
515,2017.0,Jason Terry,SG,39.0,MIL,74.0,0.0,1365.0,9.0,0.6,0.704,0.119,1.3,7.7,4.5,9.9,1.7,1.3,12.3,9.8,,1.2,0.9,2.1,0.075,,-0.5,-0.6,-1.1,0.3,105.0,243.0,0.432,73.0,171.0,0.427,32.0,72.0,0.444,0.582,24.0,29.0,0.828,15.0,91.0,106.0,98.0,45.0,20.0,36.0,95.0,307.0
516,2017.0,Isaiah Thomas,PG,27.0,BOS,76.0,76.0,2569.0,26.5,0.625,0.439,0.441,1.9,7.0,4.4,32.6,1.4,0.4,10.7,34.0,,10.9,1.6,12.6,0.235,,8.8,-3.3,5.5,4.8,682.0,1473.0,0.463,245.0,646.0,0.379,437.0,827.0,0.528,0.546,590.0,649.0,0.909,43.0,162.0,205.0,449.0,70.0,13.0,210.0,167.0,2199.0
517,2017.0,Lance Thomas,PF,28.0,NYK,46.0,15.0,968.0,8.4,0.516,0.348,0.209,3.6,12.3,7.9,5.0,1.1,0.4,8.6,13.1,,0.6,0.4,0.9,0.046,,-2.1,-1.6,-3.7,-0.4,97.0,244.0,0.398,38.0,85.0,0.447,59.0,159.0,0.371,0.475,43.0,51.0,0.843,32.0,110.0,142.0,35.0,21.0,5.0,25.0,85.0,275.0
518,2017.0,Hollis Thompson,SG,25.0,TOT,40.0,9.0,752.0,7.9,0.482,0.475,0.145,2.8,13.4,8.0,6.8,1.3,0.6,4.9,13.0,,0.1,0.6,0.7,0.047,,-2.8,-0.5,-3.3,-0.2,77.0,200.0,0.385,32.0,95.0,0.337,45.0,105.0,0.429,0.465,19.0,29.0,0.655,19.0,92.0,111.0,35.0,20.0,6.0,11.0,69.0,205.0
519,2017.0,Hollis Thompson,SG,25.0,PHI,31.0,1.0,561.0,9.0,0.51,0.447,0.126,2.9,13.4,8.1,7.0,1.2,0.8,5.1,13.7,,0.3,0.4,0.7,0.06,,-2.3,-0.8,-3.0,-0.1,66.0,159.0,0.415,26.0,71.0,0.366,40.0,88.0,0.455,0.497,13.0,20.0,0.65,15.0,68.0,83.0,26.0,14.0,6.0,9.0,55.0,171.0
520,2017.0,Hollis Thompson,SG,25.0,NOP,9.0,8.0,191.0,4.7,0.378,0.585,0.22,2.2,13.3,7.7,6.3,1.5,0.0,4.3,10.9,,-0.2,0.2,0.0,0.007,,-4.3,0.2,-4.1,-0.1,11.0,41.0,0.268,6.0,24.0,0.25,5.0,17.0,0.294,0.341,6.0,9.0,0.667,4.0,24.0,28.0,9.0,6.0,0.0,2.0,14.0,34.0
521,2017.0,Klay Thompson,SG,26.0,GSW,78.0,78.0,2649.0,17.4,0.592,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8.0,26.1,,4.2,2.9,7.1,0.128,,2.4,-2.1,0.3,1.5,644.0,1376.0,0.468,268.0,647.0,0.414,376.0,729.0,0.516,0.565,186.0,218.0,0.853,49.0,236.0,285.0,160.0,66.0,40.0,128.0,139.0,1742.0
522,2017.0,Tristan Thompson,C,25.0,CLE,78.0,78.0,2336.0,15.3,0.594,0.007,0.487,14.0,19.6,16.9,4.6,0.8,2.9,10.8,11.3,,5.0,2.3,7.3,0.15,,0.0,1.5,1.5,2.1,262.0,437.0,0.6,0.0,3.0,0.0,262.0,434.0,0.604,0.6,106.0,213.0,0.498,287.0,429.0,716.0,77.0,39.0,84.0,64.0,176.0,630.0
523,2017.0,Marcus Thornton,SG,29.0,WAS,33.0,1.0,575.0,10.4,0.494,0.381,0.129,4.3,10.5,7.5,10.1,1.6,0.4,10.1,18.7,,0.1,0.4,0.5,0.042,,-1.6,-1.5,-3.2,-0.2,84.0,210.0,0.4,28.0,80.0,0.35,56.0,130.0,0.431,0.467,23.0,27.0,0.852,22.0,54.0,76.0,41.0,19.0,3.0,25.0,48.0,219.0
524,2017.0,Mike Tobey,C,22.0,CHO,2.0,0.0,25.0,-0.1,0.25,0.0,0.0,8.7,4.4,6.6,5.4,0.0,0.0,20.0,9.0,,0.0,0.0,0.0,-0.07,,-7.4,-1.5,-8.9,0.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0
525,2017.0,Anthony Tolliver,PF,31.0,SAC,65.0,9.0,1477.0,11.1,0.595,0.655,0.234,4.0,14.5,9.3,7.7,1.1,1.2,12.6,13.6,,1.5,0.8,2.3,0.075,,0.2,-0.8,-0.6,0.5,155.0,351.0,0.442,90.0,230.0,0.391,65.0,121.0,0.537,0.57,61.0,82.0,0.744,51.0,188.0,239.0,77.0,33.0,20.0,56.0,109.0,461.0
526,2017.0,Axel Toupane,SF,24.0,TOT,4.0,0.0,47.0,6.2,0.611,0.444,0.0,0.0,2.3,1.1,0.0,1.0,1.7,0.0,8.5,,0.0,0.0,0.1,0.061,,-2.8,-1.0,-3.8,0.0,5.0,9.0,0.556,1.0,4.0,0.25,4.0,5.0,0.8,0.611,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,11.0
527,2017.0,Axel Toupane,SF,24.0,MIL,2.0,0.0,6.0,-9.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,-0.191,,-9.2,-3.5,-12.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,2017.0,Axel Toupane,SF,24.0,NOP,2.0,0.0,41.0,8.6,0.688,0.375,0.0,0.0,2.6,1.3,0.0,1.2,2.0,0.0,8.6,,0.1,0.0,0.1,0.098,,-1.9,-0.6,-2.5,0.0,5.0,8.0,0.625,1.0,3.0,0.333,4.0,5.0,0.8,0.688,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,11.0
529,2017.0,Karl-Anthony Towns,C,21.0,MIN,82.0,82.0,3030.0,26.0,0.618,0.186,0.289,11.2,27.8,19.4,13.2,1.0,2.9,11.3,27.5,,9.9,2.8,12.7,0.201,,4.8,0.3,5.0,5.4,802.0,1479.0,0.542,101.0,275.0,0.367,701.0,1204.0,0.582,0.576,356.0,428.0,0.832,296.0,711.0,1007.0,220.0,57.0,103.0,212.0,241.0,2061.0
530,2017.0,P.J. Tucker,SF,31.0,TOT,81.0,21.0,2236.0,10.5,0.516,0.407,0.193,5.6,17.8,11.6,6.0,2.5,0.7,11.2,11.2,,1.4,2.2,3.6,0.078,,-0.7,1.6,0.9,1.6,199.0,482.0,0.413,70.0,196.0,0.357,129.0,286.0,0.451,0.485,72.0,93.0,0.774,117.0,355.0,472.0,99.0,116.0,19.0,66.0,196.0,540.0
531,2017.0,P.J. Tucker,SF,31.0,PHO,57.0,17.0,1627.0,10.6,0.517,0.384,0.218,6.1,17.1,11.5,6.1,2.5,0.7,11.8,11.3,,1.0,1.3,2.4,0.07,,-0.6,1.5,0.8,1.2,147.0,354.0,0.415,46.0,136.0,0.338,101.0,218.0,0.463,0.48,61.0,77.0,0.792,94.0,249.0,343.0,73.0,85.0,14.0,52.0,143.0,401.0
532,2017.0,P.J. Tucker,SF,31.0,TOR,24.0,4.0,609.0,10.4,0.515,0.469,0.125,4.3,19.6,12.0,5.9,2.6,0.7,9.4,10.9,,0.4,0.9,1.3,0.099,,-0.7,1.9,1.1,0.5,52.0,128.0,0.406,24.0,60.0,0.4,28.0,68.0,0.412,0.5,11.0,16.0,0.688,23.0,106.0,129.0,26.0,31.0,5.0,14.0,53.0,139.0
533,2017.0,Evan Turner,SF,28.0,POR,65.0,12.0,1658.0,11.4,0.491,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,,0.0,1.2,1.2,0.035,,-2.5,-0.1,-2.6,-0.3,235.0,552.0,0.426,31.0,118.0,0.263,204.0,434.0,0.47,0.454,85.0,103.0,0.825,36.0,211.0,247.0,205.0,53.0,24.0,100.0,121.0,586.0
534,2017.0,Myles Turner,C,20.0,IND,81.0,81.0,2541.0,18.5,0.585,0.132,0.349,6.2,19.5,13.0,6.6,1.5,6.0,9.5,19.5,,4.3,3.7,8.0,0.151,,-0.3,2.7,2.4,2.8,444.0,869.0,0.511,40.0,115.0,0.348,404.0,754.0,0.536,0.534,245.0,303.0,0.809,139.0,448.0,587.0,106.0,74.0,173.0,105.0,262.0,1173.0
535,2017.0,Beno Udrih,PG,34.0,DET,39.0,0.0,560.0,16.1,0.535,0.162,0.173,1.1,10.3,5.6,35.4,1.2,0.0,14.9,19.7,,0.8,0.5,1.3,0.111,,-0.5,-2.1,-2.6,-0.1,92.0,197.0,0.467,11.0,32.0,0.344,81.0,165.0,0.491,0.495,32.0,34.0,0.941,6.0,51.0,57.0,131.0,13.0,0.0,37.0,29.0,227.0
536,2017.0,Tyler Ulis,PG,21.0,PHO,61.0,15.0,1123.0,13.0,0.474,0.181,0.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,,0.3,0.4,0.7,0.029,,-1.4,-2.5,-4.0,-0.6,184.0,437.0,0.421,21.0,79.0,0.266,163.0,358.0,0.455,0.445,55.0,71.0,0.775,20.0,75.0,95.0,226.0,48.0,5.0,77.0,73.0,444.0
537,2017.0,Jarrod Uthoff,PF,23.0,DAL,9.0,0.0,115.0,13.9,0.487,0.237,0.184,7.7,14.8,11.1,12.8,0.9,3.1,6.8,18.1,,0.1,0.1,0.2,0.083,,-2.1,0.7,-1.4,0.0,16.0,38.0,0.421,3.0,9.0,0.333,13.0,29.0,0.448,0.461,5.0,7.0,0.714,8.0,14.0,22.0,9.0,2.0,4.0,3.0,8.0,40.0
538,2017.0,Jonas Valanciunas,C,24.0,TOR,80.0,80.0,2066.0,20.1,0.601,0.003,0.309,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,,4.9,3.0,7.9,0.183,,-0.5,-0.1,-0.6,0.7,391.0,702.0,0.557,1.0,2.0,0.5,390.0,700.0,0.557,0.558,176.0,217.0,0.811,226.0,533.0,759.0,57.0,37.0,63.0,106.0,216.0,959.0
539,2017.0,Denzel Valentine,SG,23.0,CHI,57.0,0.0,976.0,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,,-0.5,1.1,0.6,0.031,,-2.4,-0.4,-2.8,-0.2,102.0,288.0,0.354,73.0,208.0,0.351,29.0,80.0,0.363,0.481,14.0,18.0,0.778,11.0,140.0,151.0,63.0,30.0,7.0,49.0,86.0,291.0
540,2017.0,Fred VanVleet,PG,22.0,TOR,37.0,0.0,294.0,10.5,0.443,0.261,0.198,1.5,14.6,8.1,17.5,2.9,0.6,11.1,20.6,,-0.1,0.4,0.3,0.041,,-3.1,-0.1,-3.2,-0.1,39.0,111.0,0.351,11.0,29.0,0.379,28.0,82.0,0.341,0.401,18.0,22.0,0.818,4.0,38.0,42.0,35.0,17.0,2.0,15.0,36.0,107.0
541,2017.0,Anderson Varejao,C,34.0,GSW,14.0,1.0,92.0,9.4,0.478,0.0,0.786,15.3,16.8,16.1,13.0,1.6,2.6,29.8,12.6,,0.0,0.1,0.2,0.097,,-3.2,2.5,-0.6,0.0,5.0,14.0,0.357,0.0,0.0,,5.0,14.0,0.357,0.357,8.0,11.0,0.727,12.0,15.0,27.0,10.0,3.0,3.0,8.0,16.0,18.0
542,2017.0,Greivis Vasquez,PG,30.0,BRK,3.0,0.0,39.0,4.1,0.376,0.375,0.375,0.0,5.4,2.7,17.5,1.2,1.9,9.7,11.3,,0.0,0.0,0.0,-0.006,,-5.7,-1.8,-7.5,-0.1,2.0,8.0,0.25,1.0,3.0,0.333,1.0,5.0,0.2,0.313,2.0,3.0,0.667,0.0,2.0,2.0,5.0,1.0,1.0,1.0,6.0,7.0
543,2017.0,Rashad Vaughn,SG,20.0,MIL,41.0,2.0,458.0,7.8,0.449,0.519,0.032,1.0,11.3,6.2,7.4,2.1,1.9,8.1,17.2,,-0.5,0.4,0.0,-0.005,,-3.7,-1.2,-4.9,-0.3,57.0,156.0,0.365,26.0,81.0,0.321,31.0,75.0,0.413,0.449,2.0,5.0,0.4,4.0,45.0,49.0,23.0,19.0,10.0,14.0,32.0,142.0
544,2017.0,Noah Vonleh,PF,21.0,POR,74.0,41.0,1265.0,10.8,0.525,0.074,0.348,11.4,22.5,17.0,3.4,1.2,1.7,17.1,13.1,,0.6,1.2,1.8,0.069,,-3.5,-0.3,-3.9,-0.6,130.0,270.0,0.481,7.0,20.0,0.35,123.0,250.0,0.492,0.494,60.0,94.0,0.638,131.0,256.0,387.0,31.0,30.0,27.0,64.0,154.0,327.0
545,2017.0,Nikola Vucevic,C,26.0,ORL,75.0,55.0,2163.0,19.1,0.498,0.073,0.155,8.6,31.2,19.6,16.9,1.8,2.8,9.6,24.8,,0.8,3.2,4.0,0.088,,-1.3,2.4,1.1,1.7,483.0,1031.0,0.468,23.0,75.0,0.307,460.0,956.0,0.481,0.48,107.0,160.0,0.669,176.0,603.0,779.0,208.0,77.0,74.0,117.0,180.0,1096.0
546,2017.0,Sasha Vujacic,SG,32.0,NYK,42.0,4.0,408.0,8.6,0.423,0.544,0.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,,-0.1,0.2,0.1,0.014,,-2.1,-2.2,-4.3,-0.2,42.0,136.0,0.309,23.0,74.0,0.311,19.0,62.0,0.306,0.393,17.0,24.0,0.708,12.0,47.0,59.0,52.0,13.0,2.0,16.0,38.0,124.0
547,2017.0,Dwyane Wade,SG,35.0,CHI,60.0,59.0,1792.0,18.5,0.508,0.152,0.294,3.8,12.6,8.2,22.4,2.4,1.8,11.3,29.6,,0.9,2.5,3.4,0.09,,0.4,0.6,1.0,1.4,414.0,955.0,0.434,45.0,145.0,0.31,369.0,810.0,0.456,0.457,223.0,281.0,0.794,64.0,207.0,271.0,229.0,86.0,41.0,138.0,112.0,1096.0
548,2017.0,Dion Waiters,SG,25.0,MIA,46.0,43.0,1384.0,14.5,0.507,0.324,0.192,1.4,11.0,6.2,23.8,1.5,1.1,12.5,26.3,,0.2,1.5,1.6,0.057,,0.0,-0.8,-0.8,0.4,281.0,663.0,0.424,85.0,215.0,0.395,196.0,448.0,0.438,0.488,82.0,127.0,0.646,18.0,136.0,154.0,200.0,41.0,20.0,103.0,95.0,729.0
549,2017.0,Kemba Walker,PG,26.0,CHO,79.0,79.0,2739.0,21.3,0.569,0.415,0.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,,5.9,2.2,8.1,0.142,,5.3,-1.7,3.6,3.9,643.0,1449.0,0.444,240.0,602.0,0.399,403.0,847.0,0.476,0.527,304.0,359.0,0.847,45.0,263.0,308.0,435.0,85.0,22.0,168.0,119.0,1830.0
550,2017.0,John Wall,PG,26.0,WAS,78.0,78.0,2836.0,23.2,0.541,0.19,0.367,2.3,10.6,6.5,46.9,2.7,1.4,16.2,30.6,,5.7,3.0,8.8,0.148,,3.8,0.2,4.0,4.3,647.0,1435.0,0.451,89.0,272.0,0.327,558.0,1163.0,0.48,0.482,422.0,527.0,0.801,58.0,268.0,326.0,831.0,157.0,49.0,323.0,151.0,1805.0
551,2017.0,Taurean Waller-Prince,SF,22.0,ATL,59.0,10.0,981.0,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,,-0.4,1.5,1.1,0.054,,-3.8,1.5,-2.3,-0.1,114.0,285.0,0.4,33.0,102.0,0.324,81.0,183.0,0.443,0.458,74.0,94.0,0.787,25.0,132.0,157.0,55.0,43.0,27.0,61.0,96.0,335.0
552,2017.0,T.J. Warren,SF,23.0,PHO,66.0,59.0,2048.0,15.6,0.539,0.12,0.189,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,,3.0,1.1,4.1,0.096,,0.2,-0.5,-0.3,0.9,403.0,814.0,0.495,26.0,98.0,0.265,377.0,716.0,0.527,0.511,119.0,154.0,0.773,125.0,214.0,339.0,75.0,76.0,39.0,57.0,175.0,951.0
553,2017.0,C.J. Watson,PG,32.0,ORL,62.0,9.0,1012.0,9.3,0.507,0.423,0.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,,0.2,0.6,0.9,0.041,,-2.5,-1.1,-3.6,-0.4,96.0,248.0,0.387,32.0,105.0,0.305,64.0,143.0,0.448,0.452,57.0,66.0,0.864,16.0,73.0,89.0,114.0,43.0,2.0,47.0,84.0,281.0
554,2017.0,Briante Weber,PG,24.0,TOT,20.0,0.0,205.0,11.0,0.462,0.167,0.267,4.3,9.6,7.0,15.0,2.9,0.4,10.7,16.3,,0.0,0.2,0.3,0.059,,-3.2,0.0,-3.2,-0.1,25.0,60.0,0.417,1.0,10.0,0.1,24.0,50.0,0.48,0.425,11.0,16.0,0.688,8.0,18.0,26.0,21.0,12.0,1.0,8.0,16.0,62.0
555,2017.0,Briante Weber,PG,24.0,GSW,7.0,0.0,46.0,5.9,0.392,0.214,0.214,0.0,9.0,4.8,13.9,3.1,1.7,16.4,17.2,,-0.1,0.1,0.0,-0.018,,-6.9,0.7,-6.2,0.0,5.0,14.0,0.357,0.0,3.0,0.0,5.0,11.0,0.455,0.357,2.0,3.0,0.667,0.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,12.0
556,2017.0,Briante Weber,PG,24.0,CHO,13.0,0.0,159.0,12.5,0.483,0.152,0.283,5.5,9.7,7.6,15.4,2.8,0.0,8.8,16.1,,0.1,0.2,0.3,0.081,,-2.1,-0.2,-2.3,0.0,20.0,46.0,0.435,1.0,7.0,0.143,19.0,39.0,0.487,0.446,9.0,13.0,0.692,8.0,14.0,22.0,16.0,9.0,0.0,5.0,12.0,50.0
557,2017.0,David West,C,36.0,GSW,68.0,0.0,854.0,16.6,0.571,0.032,0.222,6.4,18.8,13.0,24.1,2.4,4.4,22.0,17.9,,0.9,1.7,2.6,0.148,,-1.7,3.9,2.2,0.9,135.0,252.0,0.536,3.0,8.0,0.375,132.0,244.0,0.541,0.542,43.0,56.0,0.768,47.0,156.0,203.0,151.0,42.0,48.0,78.0,105.0,316.0
558,2017.0,Russell Westbrook,PG,28.0,OKC,81.0,81.0,2802.0,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,,8.5,4.6,13.1,0.224,,10.9,4.7,15.6,12.4,824.0,1941.0,0.425,200.0,583.0,0.343,624.0,1358.0,0.459,0.476,710.0,840.0,0.845,137.0,727.0,864.0,840.0,133.0,31.0,438.0,190.0,2558.0
559,2017.0,Okaro White,PF,24.0,MIA,35.0,0.0,471.0,7.5,0.507,0.391,0.253,5.8,13.5,9.6,6.0,1.1,1.7,15.7,10.8,,0.1,0.5,0.6,0.066,,-3.1,0.9,-2.1,0.0,33.0,87.0,0.379,12.0,34.0,0.353,21.0,53.0,0.396,0.448,20.0,22.0,0.909,25.0,57.0,82.0,21.0,10.0,10.0,18.0,52.0,98.0
560,2017.0,Isaiah Whitehead,PG,21.0,BRK,73.0,26.0,1643.0,7.5,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,,-1.7,0.9,-0.8,-0.023,,-4.3,-0.6,-4.9,-1.2,204.0,508.0,0.402,44.0,149.0,0.295,160.0,359.0,0.446,0.445,91.0,113.0,0.805,32.0,152.0,184.0,192.0,42.0,36.0,142.0,175.0,543.0
561,2017.0,Hassan Whiteside,C,27.0,MIA,77.0,77.0,2513.0,22.6,0.579,0.0,0.368,12.8,35.3,24.0,3.8,1.1,5.0,12.0,22.7,,4.2,5.3,9.5,0.181,,-2.0,1.5,-0.5,0.9,542.0,973.0,0.557,0.0,0.0,,542.0,973.0,0.557,0.557,225.0,358.0,0.628,293.0,795.0,1088.0,57.0,56.0,161.0,154.0,226.0,1309.0
562,2017.0,Andrew Wiggins,SF,21.0,MIN,82.0,82.0,3048.0,16.5,0.534,0.184,0.345,3.9,8.8,6.3,10.6,1.4,0.8,9.4,29.0,,3.3,0.9,4.2,0.066,,0.2,-2.9,-2.7,-0.6,709.0,1570.0,0.452,103.0,289.0,0.356,606.0,1281.0,0.473,0.484,412.0,542.0,0.76,103.0,226.0,329.0,189.0,82.0,30.0,187.0,183.0,1933.0
563,2017.0,C.J. Wilcox,SG,26.0,ORL,22.0,0.0,108.0,2.9,0.329,0.484,0.065,3.9,8.3,6.0,15.5,0.9,0.7,15.8,15.4,,-0.2,0.0,-0.2,-0.09,,-6.5,-2.2,-8.7,-0.2,8.0,31.0,0.258,3.0,15.0,0.2,5.0,16.0,0.313,0.306,2.0,2.0,1.0,4.0,8.0,12.0,12.0,2.0,1.0,6.0,8.0,21.0
564,2017.0,Alan Williams,C,24.0,PHO,47.0,0.0,708.0,19.5,0.547,0.004,0.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,,1.1,0.9,2.1,0.142,,-1.8,0.2,-1.7,0.1,138.0,267.0,0.517,0.0,1.0,0.0,138.0,266.0,0.519,0.517,70.0,112.0,0.625,94.0,198.0,292.0,23.0,27.0,32.0,37.0,125.0,346.0
565,2017.0,Deron Williams,PG,32.0,TOT,64.0,44.0,1657.0,14.0,0.541,0.39,0.182,0.9,9.4,5.1,35.9,1.0,0.4,17.6,22.1,,1.5,0.9,2.4,0.069,,0.2,-2.4,-2.3,-0.1,263.0,600.0,0.438,85.0,234.0,0.363,178.0,366.0,0.486,0.509,90.0,109.0,0.826,14.0,133.0,147.0,360.0,31.0,8.0,138.0,138.0,701.0
566,2017.0,Deron Williams,PG,32.0,DAL,40.0,40.0,1171.0,15.0,0.533,0.4,0.185,1.2,9.3,5.1,40.1,1.1,0.2,16.7,23.7,,1.1,0.7,1.8,0.073,,1.0,-2.4,-1.4,0.2,195.0,453.0,0.43,63.0,181.0,0.348,132.0,272.0,0.485,0.5,69.0,84.0,0.821,13.0,89.0,102.0,274.0,25.0,2.0,98.0,96.0,522.0
567,2017.0,Deron Williams,PG,32.0,CLE,24.0,4.0,486.0,11.4,0.566,0.361,0.17,0.2,9.7,5.1,25.9,0.6,1.0,20.2,18.1,,0.4,0.2,0.6,0.059,,-1.9,-2.6,-4.5,-0.3,68.0,147.0,0.463,22.0,53.0,0.415,46.0,94.0,0.489,0.537,21.0,25.0,0.84,1.0,44.0,45.0,86.0,6.0,6.0,40.0,42.0,179.0
568,2017.0,Derrick Williams,PF,25.0,TOT,50.0,11.0,804.0,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9.0,17.2,,0.4,0.6,1.1,0.064,,-2.4,-1.8,-4.2,-0.4,108.0,244.0,0.443,30.0,97.0,0.309,78.0,147.0,0.531,0.504,58.0,89.0,0.652,19.0,111.0,130.0,28.0,14.0,7.0,28.0,60.0,304.0
569,2017.0,Derrick Williams,PF,25.0,MIA,25.0,11.0,377.0,10.1,0.465,0.328,0.365,4.7,16.9,10.7,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,0.038,,-3.8,-1.4,-5.2,-0.3,54.0,137.0,0.394,9.0,45.0,0.2,45.0,92.0,0.489,0.427,31.0,50.0,0.62,16.0,57.0,73.0,14.0,9.0,5.0,14.0,33.0,148.0
570,2017.0,Derrick Williams,PF,25.0,CLE,25.0,0.0,427.0,11.1,0.628,0.486,0.364,0.8,13.5,7.4,4.7,0.6,0.4,10.1,14.4,,0.6,0.2,0.8,0.086,,-1.1,-2.1,-3.2,-0.1,54.0,107.0,0.505,21.0,52.0,0.404,33.0,55.0,0.6,0.603,27.0,39.0,0.692,3.0,54.0,57.0,14.0,5.0,2.0,14.0,27.0,156.0
571,2017.0,Lou Williams,SG,30.0,TOT,81.0,1.0,1994.0,21.4,0.593,0.447,0.458,1.4,9.9,5.5,19.9,1.9,0.8,11.8,29.1,,5.1,1.0,6.1,0.147,,3.7,-3.0,0.8,1.4,428.0,998.0,0.429,163.0,446.0,0.365,265.0,552.0,0.48,0.511,402.0,457.0,0.88,26.0,176.0,202.0,239.0,80.0,19.0,160.0,92.0,1421.0
