,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
572,2017.0,Lou Williams,SG,30.0,LAL,58.0,1.0,1403.0,23.9,0.609,0.432,0.469,1.1,9.5,5.1,22.3,2.3,0.6,11.9,30.6,,4.3,0.6,4.9,0.169,,5.4,-3.2,2.2,1.5,326.0,734.0,0.444,122.0,317.0,0.385,204.0,417.0,0.489,0.527,304.0,344.0,0.884,14.0,118.0,132.0,183.0,65.0,10.0,120.0,67.0,1078.0
573,2017.0,Lou Williams,SG,30.0,HOU,23.0,0.0,591.0,15.4,0.547,0.489,0.428,2.2,10.7,6.5,14.3,1.2,1.2,11.3,25.3,,0.8,0.4,1.2,0.096,,-0.1,-2.5,-2.6,-0.1,102.0,264.0,0.386,41.0,129.0,0.318,61.0,135.0,0.452,0.464,98.0,113.0,0.867,12.0,58.0,70.0,56.0,15.0,9.0,40.0,25.0,343.0
574,2017.0,Marvin Williams,PF,30.0,CHO,76.0,76.0,2295.0,13.7,0.551,0.503,0.213,4.2,19.7,11.9,7.1,1.3,2.0,7.2,16.3,,2.4,2.6,5.0,0.105,,-0.3,0.5,0.2,1.3,297.0,704.0,0.422,124.0,354.0,0.35,173.0,350.0,0.494,0.51,131.0,150.0,0.873,89.0,409.0,498.0,106.0,58.0,53.0,60.0,134.0,849.0
575,2017.0,Reggie Williams,SF,30.0,NOP,6.0,0.0,79.0,11.7,0.518,0.478,0.304,2.7,5.4,4.0,7.2,1.9,0.0,0.0,14.6,,0.1,0.1,0.2,0.098,,-0.8,-1.6,-2.4,0.0,8.0,23.0,0.348,5.0,11.0,0.455,3.0,12.0,0.25,0.457,6.0,7.0,0.857,2.0,4.0,6.0,4.0,3.0,0.0,0.0,2.0,27.0
576,2017.0,Troy Williams,SF,22.0,TOT,30.0,16.0,557.0,8.9,0.511,0.371,0.192,3.0,11.2,7.0,7.0,2.5,1.7,15.4,17.2,,-0.4,0.7,0.3,0.03,,-3.4,0.7,-2.7,-0.1,73.0,167.0,0.437,18.0,62.0,0.29,55.0,105.0,0.524,0.491,21.0,32.0,0.656,15.0,54.0,69.0,25.0,27.0,10.0,33.0,60.0,185.0
577,2017.0,Troy Williams,SF,22.0,MEM,24.0,13.0,418.0,7.6,0.474,0.333,0.203,1.6,11.0,6.2,7.2,3.0,2.1,16.8,17.5,,-0.6,0.6,0.0,0.001,,-4.7,1.6,-3.1,-0.1,51.0,123.0,0.415,10.0,41.0,0.244,41.0,82.0,0.5,0.455,15.0,25.0,0.6,6.0,39.0,45.0,19.0,24.0,9.0,27.0,42.0,127.0
578,2017.0,Troy Williams,SF,22.0,HOU,6.0,3.0,139.0,12.8,0.616,0.477,0.159,7.1,11.8,9.4,6.4,1.0,0.6,11.3,16.2,,0.2,0.1,0.3,0.116,,0.4,-2.1,-1.7,0.0,22.0,44.0,0.5,8.0,21.0,0.381,14.0,23.0,0.609,0.591,6.0,7.0,0.857,9.0,15.0,24.0,6.0,3.0,1.0,6.0,18.0,58.0
579,2017.0,Kyle Wiltjer,PF,24.0,HOU,14.0,0.0,44.0,6.7,0.437,0.929,0.143,9.9,14.9,12.4,6.1,3.3,1.8,25.2,19.1,,-0.1,0.1,0.0,-0.039,,-4.0,0.0,-4.0,0.0,4.0,14.0,0.286,4.0,13.0,0.308,0.0,1.0,0.0,0.429,1.0,2.0,0.5,4.0,6.0,10.0,2.0,3.0,1.0,5.0,4.0,13.0
580,2017.0,Justise Winslow,SF,20.0,MIA,18.0,15.0,625.0,8.2,0.399,0.156,0.209,4.0,12.7,8.3,15.5,2.2,0.8,11.8,19.8,,-0.9,0.8,-0.1,-0.008,,-4.0,1.3,-2.7,-0.1,80.0,225.0,0.356,7.0,35.0,0.2,73.0,190.0,0.384,0.371,29.0,47.0,0.617,23.0,71.0,94.0,66.0,27.0,6.0,33.0,52.0,196.0
581,2017.0,Jeff Withey,C,26.0,UTA,51.0,1.0,432.0,18.8,0.588,0.01,0.466,14.3,17.9,16.2,2.5,1.9,6.0,10.1,14.9,,1.0,0.9,1.8,0.205,,-1.2,2.7,1.5,0.4,55.0,103.0,0.534,0.0,1.0,0.0,55.0,102.0,0.539,0.534,36.0,48.0,0.75,52.0,69.0,121.0,7.0,16.0,32.0,14.0,52.0,146.0
582,2017.0,Christian Wood,PF,21.0,CHO,13.0,0.0,107.0,15.1,0.591,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,,0.1,0.1,0.3,0.125,,-2.5,0.6,-2.0,0.0,12.0,23.0,0.522,0.0,5.0,0.0,12.0,18.0,0.667,0.522,11.0,15.0,0.733,14.0,15.0,29.0,2.0,3.0,6.0,7.0,11.0,35.0
583,2017.0,Metta World,SF,37.0,LAL,25.0,2.0,160.0,6.2,0.38,0.559,0.235,3.3,10.6,6.8,9.8,2.7,1.0,8.5,21.9,,-0.3,0.1,-0.2,-0.065,,-4.2,-2.4,-6.6,-0.2,19.0,68.0,0.279,9.0,38.0,0.237,10.0,30.0,0.333,0.346,10.0,16.0,0.625,5.0,15.0,20.0,11.0,9.0,2.0,7.0,18.0,57.0
584,2017.0,Brandan Wright,PF,29.0,MEM,28.0,5.0,447.0,18.5,0.628,0.007,0.259,7.7,12.4,10.0,6.0,1.3,4.3,6.2,16.3,,1.1,0.5,1.6,0.177,,0.0,1.3,1.3,0.4,83.0,135.0,0.615,0.0,1.0,0.0,83.0,134.0,0.619,0.615,23.0,35.0,0.657,31.0,47.0,78.0,15.0,11.0,20.0,10.0,42.0,189.0
585,2017.0,Delon Wright,PG,24.0,TOR,27.0,0.0,446.0,15.0,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,,0.5,0.6,1.1,0.117,,-0.1,1.2,1.1,0.4,49.0,116.0,0.422,10.0,30.0,0.333,39.0,86.0,0.453,0.466,42.0,55.0,0.764,16.0,32.0,48.0,57.0,27.0,11.0,25.0,31.0,150.0
586,2017.0,James Young,SG,21.0,BOS,29.0,0.0,220.0,10.0,0.549,0.603,0.155,3.1,10.0,6.6,2.6,2.3,0.7,6.1,13.3,,0.1,0.2,0.3,0.076,,-2.0,-1.1,-3.1,-0.1,25.0,58.0,0.431,12.0,35.0,0.343,13.0,23.0,0.565,0.534,6.0,9.0,0.667,6.0,20.0,26.0,4.0,10.0,2.0,4.0,15.0,68.0
587,2017.0,Joe Young,PG,24.0,IND,33.0,0.0,135.0,11.4,0.433,0.319,0.208,0.8,13.1,7.1,18.0,1.5,0.0,6.0,27.8,,-0.2,0.1,-0.1,-0.022,,-3.5,-3.8,-7.3,-0.2,26.0,72.0,0.361,5.0,23.0,0.217,21.0,49.0,0.429,0.396,11.0,15.0,0.733,1.0,16.0,17.0,15.0,4.0,0.0,5.0,5.0,68.0
588,2017.0,Nick Young,SG,31.0,LAL,60.0,60.0,1556.0,14.1,0.588,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,,3.0,0.2,3.2,0.098,,2.6,-3.4,-0.7,0.5,272.0,633.0,0.43,170.0,421.0,0.404,102.0,212.0,0.481,0.564,77.0,90.0,0.856,25.0,112.0,137.0,58.0,37.0,14.0,36.0,137.0,791.0
589,2017.0,Thaddeus Young,PF,28.0,IND,74.0,74.0,2237.0,14.9,0.562,0.172,0.125,6.7,15.8,11.3,8.4,2.6,1.2,11.7,16.5,,1.9,2.7,4.6,0.099,,0.0,1.5,1.5,2.0,362.0,687.0,0.527,45.0,118.0,0.381,317.0,569.0,0.557,0.56,45.0,86.0,0.523,131.0,318.0,449.0,122.0,114.0,30.0,96.0,135.0,814.0
590,2017.0,Cody Zeller,PF,24.0,CHO,62.0,58.0,1725.0,16.7,0.604,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,,3.4,2.2,5.6,0.157,,-0.2,2.3,2.1,1.8,253.0,443.0,0.571,0.0,1.0,0.0,253.0,442.0,0.572,0.571,133.0,196.0,0.679,135.0,270.0,405.0,99.0,62.0,58.0,65.0,189.0,639.0
591,2017.0,Tyler Zeller,C,27.0,BOS,51.0,5.0,525.0,13.0,0.508,0.006,0.247,9.2,17.0,13.2,12.2,0.7,3.3,10.2,16.5,,0.5,0.6,1.0,0.094,,-3.2,0.8,-2.5,-0.1,78.0,158.0,0.494,0.0,1.0,0.0,78.0,157.0,0.497,0.494,22.0,39.0,0.564,43.0,81.0,124.0,42.0,7.0,21.0,20.0,61.0,178.0
592,2017.0,Stephen Zimmerman,C,20.0,ORL,19.0,0.0,108.0,7.3,0.346,0.0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,,-0.1,0.1,0.0,-0.005,,-7.8,0.4,-7.3,-0.1,10.0,31.0,0.323,0.0,0.0,,10.0,31.0,0.323,0.323,3.0,5.0,0.6,11.0,24.0,35.0,4.0,2.0,5.0,3.0,17.0,23.0
593,2017.0,Paul Zipser,SF,22.0,CHI,44.0,18.0,843.0,6.9,0.503,0.448,0.181,1.9,14.2,8.0,6.1,0.9,1.5,14.4,14.4,,-0.3,0.8,0.5,0.03,,-3.6,-0.1,-3.7,-0.4,88.0,221.0,0.398,33.0,99.0,0.333,55.0,122.0,0.451,0.473,31.0,40.0,0.775,15.0,110.0,125.0,36.0,15.0,16.0,40.0,78.0,240.0
594,2017.0,Ivica Zubac,C,19.0,LAL,38.0,11.0,609.0,17.0,0.547,0.013,0.206,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,,0.6,0.5,1.1,0.086,,-2.7,0.3,-2.5,-0.1,126.0,238.0,0.529,0.0,3.0,0.0,126.0,235.0,0.536,0.529,32.0,49.0,0.653,41.0,118.0,159.0,30.0,14.0,33.0,30.0,66.0,284.0
